username,league,team,country,region,role,agents,rounds,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs,clutch_rate
arch,VCT Challengers,B8,Ukraine,EMEA,Initiator,"[""Sova"", ""Skye""]",853,0.71,147.6,0.66,61,100.1,0.50,0.29,0.04,0.12,22,16
miz,VCT Challengers,,Singapore,Pacific,Flex,"[""KAY/O"", ""Jett""]",380,0.71,157.4,0.67,64,107.8,0.54,0.27,0.09,0.13,26,3
Getoxic,VCT Challengers,OPY,Egypt,EMEA,Sentinel,"[""Killjoy"", ""Sage""]",371,0.71,142.1,0.64,64,95.0,0.49,0.32,0.06,0.09,21,11
NamGoku,VCT Challengers,CKE,Viet Nam,Pacific,Flex,"[""Raze"", ""Sage""]",226,0.71,170.5,0.69,58,120.2,0.59,0.19,0.15,0.15,36,19
Reapy,VCT Challengers,TOPG,Austria,EMEA,Duelist,"[""Jett""]",377,0.71,180.0,0.72,56,124.1,0.63,0.12,0.17,0.21,26,3
WATER,VCT Challengers,Peac,Australia,Pacific,Flex,"[""Phoenix"", ""Gekko""]",347,0.71,173.9,0.70,65,120.0,0.60,0.25,0.12,0.18,25,22
Mega,VCT Challengers,OPY,Egypt,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",251,0.71,149.2,0.69,61,104.8,0.51,0.16,0.08,0.11,27,4
loubert,VCT Challengers,BOBO,Australia,Pacific,Controller,"[""Omen"", ""Viper""]",444,0.70,141.3,0.61,65,93.2,0.47,0.37,0.03,0.09,27,15
onsra,VCT Challengers,,Türkiye,Pacific,Duelist,"[""Jett""]",208,0.69,167.3,0.71,61,109.5,0.59,0.14,0.15,0.20,26,17
FOX,VCT Challengers,GRY,India,Pacific,Initiator,"[""Breach"", ""Skye""]",331,0.68,131.4,0.54,62,88.2,0.44,0.34,0.05,0.10,22,9
Akashi,VCT Challengers,3T,Viet Nam,Pacific,Initiator,"[""Fade"", ""Sova""]",275,0.68,147.1,0.63,59,97.3,0.49,0.25,0.06,0.08,20,12
Neiker,VCT Challengers,GG,Spain,EMEA,Sentinel,"[""Killjoy""]",207,0.67,152.1,0.66,57,103.9,0.54,0.14,0.05,0.10,33,16
xui,VCT Challengers,AXR,Japan,Pacific,Initiator,"[""Sova"", ""Fade""]",246,0.67,137.3,0.65,65,97.1,0.52,0.21,0.04,0.08,31,8
humanz,VCT Challengers,SZK,Spain,EMEA,Flex,"[""Killjoy"", ""Sova""]",219,0.67,150.7,0.61,61,108.8,0.51,0.24,0.03,0.09,36,11
ALLR1GHTT,VCT Challengers,,Thailand,Pacific,Controller,"[""Viper"", ""Harbor""]",220,0.66,148.8,0.62,62,100.4,0.50,0.26,0.07,0.10,30,6
Anashi,VCT Challengers,BZE,Malaysia,Pacific,Flex,"[""Sage"", ""Sova""]",201,0.66,144.0,0.55,60,97.4,0.45,0.27,0.04,0.09,22,7
Pukytoo,VCT Challengers,LK,Argentina,Americas,Initiator,"[""KAY/O"", ""Breach""]",208,0.65,142.8,0.62,60,91.4,0.49,0.29,0.07,0.07,26,25
QueYa,VCT Challengers,ROA,"Taiwan, Province of China",Pacific,Initiator,"[""Sova"", ""Skye""]",294,0.65,151.5,0.60,61,100.2,0.50,0.30,0.07,0.11,32,12
VADE,VCT Challengers,VLTH,Thailand,Pacific,Flex,"[""Cypher"", ""Omen""]",282,0.64,121.3,0.59,59,81.3,0.43,0.19,0.07,0.11,36,18
Darwin,VCT Challengers,TOPG,Egypt,EMEA,Initiator,"[""Sova"", ""Gekko""]",244,0.60,140.7,0.55,62,94.4,0.47,0.24,0.05,0.07,20,11
zyad,VCT Challengers,OXR,Egypt,EMEA,Duelist,"[""Raze"", ""Jett""]",286,0.58,152.2,0.57,56,104.6,0.50,0.20,0.12,0.20,23,11
MikaEl,VCT Challengers,FLK,Spain,EMEA,Initiator,"[""Sova"", ""Breach""]",207,0.56,132.6,0.50,59,96.0,0.43,0.24,0.07,0.12,27,13
Animal,VCT Challengers,SKUL,Lithuania,EMEA,Flex,"[""Breach"", ""Raze""]",306,0.48,118.3,0.45,55,77.4,0.39,0.29,0.04,0.11,31,6
Link,VCT Challengers,ALG,China,China,Flex,"[""Cypher"", ""Breach""]",208,,165.5,0.71,,112.6,0.56,0.35,0.08,0.11,,
Chaos,VCT Challengers,ALG,China,China,Flex,"[""Iso"", ""Omen""]",208,,215.4,1.04,,148.7,0.79,0.18,0.15,0.16,,
Volay,VCT Challengers,ALG,China,China,Flex,"[""Sova"", ""Cypher""]",208,,166.9,0.81,,120.2,0.61,0.22,0.06,0.08,,
Kr1stal,VCT Challengers,GE,Russian Federation,EMEA,Initiator,"[""KAY/O"", ""Sova""]",310,,234.6,1.23,,154.7,0.77,0.28,0.10,0.10,,
Rarga,VCT Challengers,XLG,Russian Federation,EMEA,Duelist,"[""Jett"", ""Neon""]",310,,267.8,1.35,,173.0,0.96,0.19,0.24,0.17,,
MrCANI,VCT Challengers,XLG,"Taiwan, Province of China",Pacific,Flex,"[""Gekko"", ""Omen""]",310,,181.5,1.03,,116.7,0.68,0.38,0.04,0.03,,
happywei,VCT Challengers,XLG,"Taiwan, Province of China",Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",310,,202.0,0.97,,131.7,0.68,0.25,0.10,0.10,,
MarT1n,VCT Challengers,XLG,China,China,Controller,"[""Viper"", ""Harbor""]",310,,154.3,0.86,,102.1,0.52,0.37,0.06,0.05,,
