username,league,team,country,region,role,agents,rounds,rating,acs,kd,kast,adr,kpr,apr,fkpr,fdpr,hs,clutch_rate
Mazuong,VCT Challengers,BOBO,Viet Nam,Pacific,Duelist,"[""Jett""]",395,1.10,255.2,1.15,72,172.0,0.87,0.19,0.20,0.15,34,11
YanLi,VCT Challengers,,"Taiwan, Province of China",Pacific,Flex,"[""Viper"", ""KAY/O""]",586,1.10,201.2,1.09,75,135.9,0.70,0.35,0.09,0.07,33,12
skuba,VCT Challengers,OXG,United States,Americas,Controller,"[""Omen"", ""Astra""]",868,1.10,196.2,1.13,76,123.8,0.72,0.36,0.07,0.07,28,16
coconut,VCT Challengers,OF,Hong Kong,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",770,1.10,216.8,1.15,70,144.7,0.78,0.19,0.09,0.10,32,18
aNguiSt,VCT Challengers,CGN,United Kingdom,EMEA,Flex,"[""Viper"", ""Cypher""]",1402,1.10,209.3,1.17,71,141.6,0.77,0.17,0.10,0.08,33,14
velis,VCT Challengers,RESO,United States,Americas,Controller,"[""Brimstone"", ""Viper""]",725,1.10,196.4,1.06,76,132.3,0.69,0.45,0.07,0.07,25,14
KovaQ,VCT Challengers,ATN,Switzerland,EMEA,Initiator,"[""Sova"", ""Skye""]",661,1.10,211.4,1.11,67,140.3,0.74,0.33,0.11,0.10,31,27
k1zpawn,VCT Challengers,FMLY,Portugal,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",358,1.10,193.8,1.15,74,136.0,0.70,0.24,0.07,0.04,25,24
Akame,VCT Challengers,DFM,"Korea, Republic of",Pacific,Duelist,"[""Jett"", ""Raze""]",771,1.10,247.5,1.16,71,162.4,0.86,0.20,0.19,0.15,22,12
AKUMAAAAA,VCT Challengers,MDR,France,EMEA,Duelist,"[""Phoenix"", ""Raze""]",763,1.09,225.7,1.09,72,149.3,0.80,0.33,0.12,0.11,37,15
Potter,VCT Challengers,FS,Thailand,Pacific,Duelist,"[""Jett"", ""Raze""]",982,1.09,243.0,1.11,69,159.7,0.85,0.16,0.21,0.18,28,20
Pa1nt,VCT Challengers,BLIN,United States,Americas,Duelist,"[""Yoru"", ""Jett""]",880,1.09,252.4,1.17,71,158.7,0.88,0.15,0.24,0.19,27,15
twilight,VCT Challengers,,Viet Nam,Pacific,Flex,"[""Killjoy"", ""Viper""]",343,1.09,202.2,1.13,73,137.8,0.73,0.24,0.10,0.07,36,16
Mojer,VCT Challengers,NAOS,Philippines,Pacific,Duelist,"[""Raze"", ""Yoru""]",974,1.09,249.1,1.15,76,159.1,0.84,0.25,0.16,0.15,22,11
Ale,VCT Challengers,OF,Sweden,EMEA,Duelist,"[""Jett"", ""Raze""]",603,1.09,227.0,1.12,73,149.9,0.81,0.22,0.18,0.18,24,16
K4DAVRA,VCT Challengers,M8,France,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",378,1.09,216.7,1.16,76,143.9,0.79,0.25,0.08,0.07,30,11
Yoshiii,VCT Challengers,SZ,Philippines,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",708,1.09,223.1,1.16,70,151.8,0.81,0.17,0.10,0.10,29,22
lenne,VCT Challengers,IGN,Singapore,Pacific,Initiator,"[""Sova"", ""Gekko""]",345,1.09,221.1,1.05,71,149.1,0.73,0.36,0.08,0.08,21,22
Esperanza,VCT Challengers,NFX,"Korea, Republic of",Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",389,1.09,218.1,1.10,72,145.2,0.77,0.26,0.10,0.07,31,19
Uta,VCT Challengers,OF,Hong Kong,Pacific,Flex,"[""Cypher"", ""Jett""]",411,1.09,209.6,1.10,69,138.4,0.74,0.25,0.15,0.13,26,9
Sushiboys,VCT Challengers,FS,Thailand,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",1337,1.09,206.7,1.14,74,135.0,0.73,0.31,0.07,0.07,23,19
Avvix,VCT Challengers,TU,Saudi Arabia,EMEA,Flex,"[""Brimstone"", ""Sova""]",1081,1.09,199.8,1.03,74,135.9,0.70,0.29,0.07,0.06,31,13
Saitama,VCT Challengers,,N/A,N/A,Controller,"[""Omen"", ""Brimstone""]",316,1.09,211.5,1.04,72,138.7,0.72,0.37,0.14,0.07,31,6
Yohpa,VCT Challengers,CG,France,EMEA,Flex,"[""Yoru"", ""Sova""]",271,1.09,214.9,1.12,72,145.2,0.80,0.19,0.08,0.10,31,17
kiss,VCT Challengers,Dead,Australia,Pacific,Duelist,"[""Raze"", ""Jett""]",945,1.09,234.7,1.11,74,156.7,0.81,0.28,0.17,0.16,29,21
zery,VCT Challengers,DIV,Germany,EMEA,Duelist,"[""Raze"", ""Neon""]",440,1.09,245.5,1.06,67,166.6,0.84,0.19,0.19,0.16,24,15
gobera,VCT Challengers,LGCY,Brazil,Americas,Duelist,"[""Raze"", ""Jett""]",1000,1.09,235.3,1.14,71,154.9,0.82,0.19,0.18,0.18,20,14
Fizzy,VCT Challengers,MOUZ,Portugal,EMEA,Flex,"[""Cypher"", ""Viper""]",1271,1.09,216.2,1.17,71,141.8,0.77,0.21,0.09,0.09,31,11
NINJA,VCT Challengers,CHCH,Poland,EMEA,Flex,"[""Cypher"", ""Skye""]",493,1.09,210.0,1.13,73,137.0,0.77,0.29,0.09,0.10,33,12
Shinon,VCT Challengers,,Australia,Pacific,Controller,"[""Astra"", ""Omen""]",255,1.09,210.8,1.04,69,138.5,0.72,0.31,0.07,0.08,30,16
RYRY,VCT Challengers,ARC,New Zealand,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",288,1.09,234.5,1.09,68,157.7,0.80,0.20,0.13,0.11,24,6
Mabuchi,VCT Challengers,UG,Qatar,EMEA,Duelist,"[""Raze"", ""Jett""]",1254,1.09,230.8,1.13,71,152.2,0.83,0.16,0.15,0.13,25,18
cheK,VCT Challengers,UNT,Kuwait,EMEA,Controller,"[""Brimstone"", ""Viper""]",530,1.09,215.1,1.10,70,142.1,0.76,0.30,0.10,0.10,25,18
Lumo,VCT Challengers,SZ,Russian Federation,EMEA,Controller,"[""Omen"", ""Harbor""]",663,1.09,190.5,1.08,79,122.5,0.67,0.48,0.04,0.05,22,14
dgzin,VCT Challengers,HERO,Brazil,Americas,Duelist,"[""Raze"", ""Jett""]",1218,1.09,249.6,1.17,71,159.0,0.87,0.17,0.19,0.15,28,16
kumi,VCT Challengers,FOE,United States,Americas,Duelist,"[""Raze"", ""Jett""]",595,1.09,235.3,1.10,71,155.3,0.83,0.21,0.19,0.14,26,14
Kush,VCT Challengers,RRQ,Indonesia,Pacific,Initiator,"[""Skye"", ""Sova""]",777,1.09,227.9,1.12,74,149.8,0.80,0.33,0.12,0.09,35,24
Secret,VCT Challengers,FOX,"Korea, Republic of",Pacific,Initiator,"[""Skye"", ""Breach""]",268,1.08,202.8,1.02,65,135.2,0.72,0.33,0.11,0.09,32,8
Art,VCT Challengers,KTS,Australia,Pacific,Controller,"[""Omen"", ""Viper""]",202,1.08,182.5,1.12,79,121.2,0.66,0.39,0.03,0.03,28,11
Meddo,VCT Challengers,SK,Sweden,EMEA,Flex,"[""Viper"", ""Killjoy""]",724,1.08,185.4,1.08,72,125.6,0.69,0.28,0.04,0.04,29,18
GangPin,VCT Challengers,T1A,"Korea, Republic of",Pacific,Flex,"[""KAY/O"", ""Omen""]",771,1.08,198.9,1.09,76,129.3,0.70,0.37,0.06,0.06,28,13
gMd,VCT Challengers,TSM,Canada,Americas,Controller,"[""Omen"", ""Viper""]",1339,1.08,210.3,1.04,75,136.9,0.73,0.38,0.08,0.07,29,16
delz1k,VCT Challengers,RETA,Chile,Americas,Controller,"[""Harbor"", ""Omen""]",674,1.08,205.1,1.12,76,128.7,0.74,0.38,0.07,0.07,24,26
sibeastw0w,VCT Challengers,NASR,Russian Federation,EMEA,Duelist,"[""Raze"", ""Jett""]",1115,1.08,237.2,1.09,72,155.0,0.80,0.24,0.21,0.18,21,15
aimDLL,VCT Challengers,GMX,Türkiye,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",640,1.08,209.5,1.09,69,139.2,0.76,0.20,0.08,0.06,34,20
lukxo,VCT Challengers,GLRS,Brazil,Americas,Controller,"[""Omen"", ""Viper""]",1650,1.08,214.2,1.09,71,142.0,0.75,0.30,0.10,0.09,30,16
roompa,VCT Challengers,AMB,United States,Americas,Initiator,"[""Sova"", ""Gekko""]",796,1.08,210.4,1.07,73,138.2,0.73,0.29,0.06,0.08,34,14
Loita,VCT Challengers,BCF,Türkiye,Pacific,Controller,"[""Omen""]",949,1.08,213.6,1.07,74,139.9,0.74,0.40,0.11,0.11,40,15
Nozz,VCT Challengers,BOBO,Australia,Pacific,Flex,"[""KAY/O"", ""Viper""]",717,1.08,201.2,1.03,74,131.9,0.70,0.44,0.07,0.08,30,22
Tag,VCT Challengers,DSY,Italy,EMEA,Flex,"[""Cypher"", ""Viper""]",631,1.08,206.9,1.13,74,139.6,0.75,0.32,0.09,0.10,34,17
Zauqk,VCT Challengers,AIC,Australia,Pacific,Initiator,"[""Sova"", ""Fade""]",678,1.08,217.9,1.07,74,144.4,0.75,0.32,0.07,0.06,24,9
Suka,VCT Challengers,RLF,Viet Nam,Pacific,Controller,"[""Omen"", ""Brimstone""]",657,1.08,217.3,1.04,74,145.6,0.77,0.42,0.09,0.09,26,15
MOLSI,VCT Challengers,APK,Poland,EMEA,Flex,"[""Harbor"", ""Skye""]",1165,1.08,201.1,1.12,76,134.1,0.70,0.42,0.08,0.08,26,18
XnB,VCT Challengers,VLYN,Philippines,Pacific,Initiator,"[""KAY/O"", ""Breach""]",209,1.08,189.9,0.96,75,124.6,0.65,0.46,0.05,0.05,29,13
SyouTa,VCT Challengers,ZETA,Japan,Pacific,Duelist,"[""Raze"", ""Jett""]",1043,1.08,231.3,1.16,70,150.5,0.83,0.16,0.17,0.16,28,21
Kssar,VCT Challengers,VIS,Saudi Arabia,EMEA,Duelist,"[""Jett"", ""Raze""]",618,1.08,234.4,1.06,70,158.8,0.80,0.21,0.17,0.16,24,9
d1srupt,VCT Challengers,MEOW,Philippines,Pacific,Duelist,"[""Raze"", ""Jett""]",1028,1.08,213.9,1.06,73,140.1,0.74,0.34,0.09,0.08,28,16
jowa,VCT Challengers,ENVE,China,China,Initiator,"[""Sova"", ""Gekko""]",307,1.08,200.0,0.96,71,132.4,0.65,0.29,0.05,0.06,31,19
PxS,VCT Challengers,STE,United States,Americas,Duelist,"[""Jett"", ""Raze""]",947,1.07,241.0,1.11,73,159.5,0.83,0.21,0.20,0.19,23,16
Recoil,VCT Challengers,OREG,Saudi Arabia,EMEA,Initiator,"[""Breach"", ""KAY/O""]",352,1.07,211.9,1.09,76,139.4,0.74,0.35,0.04,0.05,34,18
Zeus,VCT Challengers,,Philippines,Pacific,Duelist,"[""Raze"", ""Jett""]",203,1.07,251.7,1.03,70,166.9,0.86,0.14,0.14,0.14,32,6
Okeanos,VCT Challengers,BLIN,Viet Nam,Pacific,Duelist,"[""Jett"", ""Raze""]",1284,1.07,253.0,1.14,72,160.1,0.88,0.20,0.23,0.16,26,13
ReQz,VCT Challengers,NXT,United Kingdom,EMEA,Initiator,"[""Sova"", ""Gekko""]",504,1.07,214.2,1.04,69,141.1,0.76,0.29,0.11,0.13,28,15
Leviathan,VCT Challengers,FS,Thailand,Pacific,Controller,"[""Harbor"", ""Omen""]",1337,1.07,200.5,1.11,75,132.7,0.74,0.36,0.09,0.08,35,19
ianto,VCT Challengers,RUD,N/A,N/A,Flex,"[""Viper"", ""Killjoy""]",742,1.07,199.7,1.10,76,131.6,0.70,0.31,0.08,0.09,26,23
Nanners,VCT Challengers,LS,United States,Americas,Sentinel,"[""Killjoy"", ""Cypher""]",578,1.07,215.8,1.07,69,144.0,0.75,0.25,0.10,0.11,25,18
T0BA,VCT Challengers,,United Kingdom,EMEA,Initiator,"[""Fade"", ""Skye""]",743,1.07,204.4,1.10,73,137.1,0.72,0.28,0.09,0.08,24,15
Br1ckzl,VCT Challengers,VIS,Syrian Arab Republic,Pacific,Controller,"[""Omen"", ""Viper""]",656,1.07,208.4,1.00,72,136.7,0.73,0.35,0.08,0.07,31,4
Cunha20,VCT Challengers,SAW,Portugal,EMEA,Controller,"[""Omen"", ""Viper""]",769,1.07,193.9,1.09,76,127.7,0.72,0.40,0.07,0.06,40,12
Kally,VCT Challengers,NS,"Korea, Republic of",Pacific,Flex,"[""Cypher"", ""Brimstone""]",247,1.07,205.8,1.06,68,130.2,0.74,0.26,0.10,0.07,28,16
Xross,VCT Challengers,NS,"Korea, Republic of",Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",728,1.07,205.1,1.13,73,135.1,0.73,0.29,0.08,0.06,23,12
Dark3st,VCT Challengers,SAD,United States,Americas,Flex,"[""Viper"", ""KAY/O""]",877,1.07,205.8,1.06,72,132.3,0.73,0.35,0.09,0.09,27,19
Shazeon,VCT Challengers,SGE,Germany,EMEA,Flex,"[""Viper"", ""Cypher""]",776,1.07,210.1,1.11,70,137.9,0.75,0.23,0.11,0.09,31,10
VYX,VCT Challengers,curs,United States,Americas,Flex,"[""Brimstone"", ""Cypher""]",1050,1.07,187.0,1.05,76,123.6,0.65,0.39,0.06,0.06,26,10
adverso,VCT Challengers,AK,Chile,Americas,Flex,"[""Viper"", ""Sova""]",1427,1.07,208.6,1.05,73,137.6,0.70,0.37,0.09,0.10,24,17
baddyG,VCT Challengers,ACE,Poland,EMEA,Controller,"[""Omen""]",411,1.07,196.1,1.01,73,127.5,0.66,0.44,0.10,0.07,26,15
seven,VCT Challengers,TSM,Mexico,Americas,Flex,"[""Skye"", ""Harbor""]",1339,1.07,206.6,1.05,76,136.4,0.72,0.35,0.08,0.09,23,19
Pa1ze,VCT Challengers,DIA,Denmark,EMEA,Duelist,"[""Raze"", ""Yoru""]",1207,1.07,243.3,1.13,69,153.9,0.83,0.18,0.21,0.20,25,17
xiTsha,VCT Challengers,DIA,Poland,EMEA,Flex,"[""Omen"", ""Breach""]",1207,1.07,202.5,1.10,73,132.8,0.74,0.31,0.08,0.10,32,19
Creamydreamy,VCT Challengers,SNS,Sweden,EMEA,Initiator,"[""Fade"", ""KAY/O""]",1187,1.07,193.3,1.01,74,125.3,0.69,0.51,0.07,0.06,32,13
Seoldam,VCT Challengers,RID,"Korea, Republic of",Pacific,Flex,"[""Jett"", ""Gekko""]",704,1.07,227.2,1.14,73,141.7,0.81,0.20,0.18,0.14,22,18
Blessed,VCT Challengers,FOC,Australia,Pacific,Flex,"[""KAY/O"", ""Viper""]",847,1.07,208.7,1.05,72,134.2,0.72,0.38,0.11,0.10,30,18
ALIVE,VCT Challengers,ACE,Israel,EMEA,Duelist,"[""Jett""]",995,1.07,219.5,1.09,69,147.2,0.77,0.18,0.15,0.14,26,10
skylen,VCT Challengers,SUP,Türkiye,Pacific,Flex,"[""KAY/O"", ""Deadlock""]",447,1.07,199.6,1.04,76,129.9,0.69,0.43,0.07,0.04,34,24
jakee,VCT Challengers,YFP,United States,Americas,Controller,"[""Viper"", ""Omen""]",347,1.06,206.3,1.08,77,132.6,0.75,0.39,0.11,0.12,29,18
umaruchans,VCT Challengers,,Thailand,Pacific,Flex,"[""Sage"", ""Gekko""]",220,1.06,213.3,0.99,69,144.7,0.76,0.20,0.08,0.06,35,10
luckyMrJ,VCT Challengers,tras,Ukraine,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",572,1.06,199.4,1.04,73,128.4,0.72,0.24,0.10,0.08,29,15
cgrs,VCT Challengers,MITH,Thailand,Pacific,Flex,"[""Cypher"", ""Fade""]",1077,1.06,199.8,1.10,76,133.6,0.71,0.27,0.06,0.05,26,21
seph1roth,VCT Challengers,MITH,Thailand,Pacific,Flex,"[""Viper"", ""Sage""]",1077,1.06,206.9,1.11,73,138.1,0.74,0.22,0.09,0.09,38,18
lauress,VCT Challengers,FF,Türkiye,Pacific,Sentinel,"[""Cypher"", ""Killjoy""]",381,1.06,214.5,1.08,71,141.1,0.77,0.19,0.09,0.08,29,15
MAGiK,VCT Challengers,JL,Netherlands,EMEA,Flex,"[""Omen"", ""Killjoy""]",1024,1.06,216.8,1.09,72,142.6,0.76,0.33,0.07,0.07,29,8
chiwa,VCT Challengers,BBL,Russian Federation,EMEA,Flex,"[""Cypher"", ""Viper""]",995,1.06,202.4,1.09,70,136.5,0.73,0.20,0.07,0.07,28,13
keloqz,VCT Challengers,DVM,France,EMEA,Duelist,"[""Jett"", ""Raze""]",310,1.06,230.1,1.12,68,148.8,0.82,0.13,0.22,0.20,27,5
foxz,VCT Challengers,FS,Thailand,Pacific,Initiator,"[""Sova"", ""Gekko""]",1255,1.06,202.0,1.07,74,136.7,0.71,0.33,0.08,0.07,28,19
neptuNo,VCT Challengers,SZK,Spain,EMEA,Flex,"[""Viper"", ""Sova""]",355,1.06,201.4,1.00,67,135.5,0.68,0.33,0.06,0.12,24,13
alexiiik,VCT Challengers,GN,Czechia,EMEA,Duelist,"[""Jett"", ""Raze""]",1093,1.06,234.8,1.17,69,149.7,0.85,0.15,0.21,0.18,30,14
Paincakes,VCT Challengers,FAIM,United States,Americas,Controller,"[""Astra"", ""Omen""]",772,1.06,208.6,1.04,74,133.0,0.73,0.35,0.10,0.09,34,18
Jady,VCT Challengers,ZER,Russian Federation,EMEA,Initiator,"[""Gekko"", ""Breach""]",763,1.06,212.4,1.08,72,141.5,0.74,0.30,0.11,0.08,37,13
NeFi,VCT Challengers,PRZ,Poland,EMEA,Flex,"[""Viper"", ""Skye""]",292,1.06,198.9,1.00,73,134.3,0.70,0.34,0.06,0.09,33,21
chloric,VCT Challengers,FOE,United States,Americas,Initiator,"[""Breach"", ""Sova""]",400,1.06,175.9,1.01,76,119.8,0.63,0.37,0.07,0.04,24,16
Kntz,VCT Challengers,MITH,Thailand,Pacific,Controller,"[""Harbor"", ""Astra""]",1077,1.06,186.5,1.08,75,122.0,0.69,0.33,0.07,0.04,30,17
Juicy,VCT Challengers,DSG,Singapore,Pacific,Duelist,"[""Raze"", ""Yoru""]",982,1.06,220.6,1.14,72,142.8,0.78,0.23,0.17,0.15,22,18
Cebando,VCT Challengers,AK,Argentina,Americas,Controller,"[""Omen"", ""Astra""]",1427,1.06,190.0,1.04,73,119.6,0.68,0.41,0.09,0.08,34,15
tixx,VCT Challengers,JJH,Australia,Pacific,Controller,"[""Omen"", ""Viper""]",382,1.06,192.4,0.98,75,128.0,0.66,0.43,0.09,0.06,28,19
lauzen,VCT Challengers,REG,Türkiye,Pacific,Sentinel,"[""Cypher"", ""Sage""]",334,1.06,202.9,1.07,70,139.7,0.76,0.16,0.07,0.05,30,9
Tonbo,VCT Challengers,FL,Japan,Pacific,Flex,"[""Fade"", ""Cypher""]",962,1.06,205.6,1.02,70,137.5,0.73,0.23,0.08,0.06,31,18
ALL3Y,VCT Challengers,OPY,Türkiye,Pacific,Duelist,"[""Raze""]",502,1.06,232.2,1.14,68,147.0,0.83,0.10,0.21,0.18,31,21
STYRON,VCT Challengers,DSG,Singapore,Pacific,Initiator,"[""Sova"", ""Skye""]",905,1.06,192.6,1.08,73,127.9,0.68,0.31,0.07,0.06,27,19
ExciteMVP,VCT Challengers,WVU,United States,Americas,Initiator,"[""Sova"", ""Gekko""]",250,1.06,182.4,1.10,71,126.6,0.64,0.27,0.08,0.08,32,16
YaBoiLewis,VCT Challengers,FKS,N/A,N/A,Flex,"[""KAY/O"", ""Sage""]",869,1.06,216.8,1.05,72,144.1,0.76,0.34,0.12,0.12,41,21
mitch,VCT Challengers,OXG,United States,Americas,Initiator,"[""Skye"", ""KAY/O""]",868,1.06,205.6,1.01,76,131.8,0.67,0.51,0.11,0.10,26,12
Askia,VCT Challengers,HERO,Brazil,Americas,Initiator,"[""Breach"", ""KAY/O""]",1218,1.06,179.0,1.01,73,119.9,0.62,0.41,0.05,0.05,24,20
robot,VCT Challengers,RB,"Palestine, State of",Pacific,Controller,"[""Omen"", ""Brimstone""]",292,1.06,222.6,1.10,70,140.6,0.79,0.27,0.12,0.11,30,22
Hals,VCT Challengers,FL,Japan,Pacific,Controller,"[""Omen"", ""Viper""]",771,1.06,206.0,1.08,72,138.1,0.72,0.25,0.08,0.10,22,29
Yotaa,VCT Challengers,SZ,Japan,Pacific,Flex,"[""Jett"", ""Cypher""]",768,1.06,233.9,1.12,69,153.1,0.83,0.15,0.21,0.18,27,15
SimonD4rk,VCT Challengers,R8,Belarus,EMEA,Duelist,"[""Raze"", ""Jett""]",1394,1.06,233.0,1.12,71,155.1,0.82,0.21,0.15,0.15,20,15
Zhannn,VCT Challengers,,"Taiwan, Province of China",Pacific,Controller,"[""Omen"", ""Viper""]",294,1.06,204.4,1.01,69,136.2,0.74,0.30,0.06,0.04,28,9
jannyXD,VCT Challengers,RBT,Portugal,EMEA,Duelist,"[""Raze"", ""Jett""]",394,1.05,219.8,1.07,69,144.5,0.78,0.19,0.20,0.14,24,19
aduka,VCT Challengers,NXGA,Malaysia,Pacific,Flex,"[""Yoru"", ""Fade""]",517,1.05,203.3,1.02,73,133.6,0.71,0.29,0.10,0.10,26,20
XyuS,VCT Challengers,,"Taiwan, Province of China",Pacific,Duelist,"[""Raze"", ""Jett""]",586,1.05,225.0,1.16,69,145.3,0.80,0.12,0.17,0.16,29,7
Reverie,VCT Challengers,KZ,Singapore,Pacific,Initiator,"[""Skye"", ""Sova""]",644,1.05,200.9,1.04,73,136.3,0.71,0.30,0.06,0.05,30,13
Hermes,VCT Challengers,FOU,"Korea, Republic of",Pacific,Initiator,"[""KAY/O"", ""Breach""]",589,1.05,202.8,0.96,74,132.0,0.66,0.50,0.07,0.09,25,10
JaebiN,VCT Challengers,FOX,"Korea, Republic of",Pacific,Duelist,"[""Raze"", ""Jett""]",742,1.05,237.4,1.04,73,158.5,0.80,0.22,0.18,0.13,16,9
JayH,VCT Challengers,DSG,Singapore,Pacific,Flex,"[""Viper"", ""KAY/O""]",396,1.05,204.3,0.99,77,130.0,0.68,0.44,0.05,0.09,25,16
Kiles,VCT Challengers,KPI,Ukraine,EMEA,Flex,"[""Viper"", ""Cypher""]",725,1.05,184.1,1.07,76,123.3,0.67,0.31,0.06,0.06,33,13
Xdll,VCT Challengers,ZETA,Japan,Pacific,Flex,"[""Sage"", ""Fade""]",1043,1.05,223.6,1.07,70,147.4,0.77,0.28,0.10,0.11,26,23
GrTw,VCT Challengers,SAW,Portugal,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",737,1.05,213.2,1.09,71,142.1,0.74,0.21,0.11,0.09,26,14
KADIRI,VCT Challengers,AIC,Australia,Pacific,Duelist,"[""Yoru"", ""Jett""]",442,1.05,236.9,1.03,67,156.2,0.81,0.18,0.15,0.11,34,16
Crazy NY,VCT Challengers,XS,Chile,Americas,Flex,"[""Sova"", ""Brimstone""]",694,1.05,203.5,1.09,69,139.0,0.73,0.25,0.07,0.09,31,13
Tio,VCT Challengers,MOX,Chile,Americas,Flex,"[""Viper"", ""Killjoy""]",216,1.05,196.8,1.00,75,135.1,0.67,0.23,0.06,0.06,19,16
McKinley,VCT Challengers,AIC,Australia,Pacific,Initiator,"[""Skye"", ""Sova""]",738,1.05,194.1,1.04,72,134.9,0.69,0.30,0.06,0.07,26,14
prince,VCT Challengers,777,Brazil,Americas,Sentinel,"[""Killjoy"", ""Cypher""]",1147,1.05,190.6,1.08,73,130.7,0.68,0.30,0.08,0.06,28,17
silentzz,VCT Challengers,2G,Brazil,Americas,Duelist,"[""Raze"", ""Jett""]",1648,1.05,232.2,1.12,72,150.7,0.83,0.15,0.18,0.13,32,8
dokja,VCT Challengers,FOC,Australia,Pacific,Duelist,"[""Neon"", ""Reyna""]",428,1.05,224.8,1.05,70,142.7,0.80,0.19,0.08,0.12,27,16
blowz,VCT Challengers,777,Brazil,Americas,Initiator,"[""Sova"", ""Fade""]",1001,1.05,228.5,1.09,71,147.4,0.78,0.26,0.14,0.12,28,15
vizsla,VCT Challengers,FOC,Australia,Pacific,Flex,"[""Viper"", ""Killjoy""]",886,1.05,213.4,1.09,71,143.7,0.74,0.22,0.12,0.10,31,7
BALLI,VCT Challengers,HGE,Türkiye,Pacific,Flex,"[""Reyna"", ""Sova""]",218,1.05,208.2,1.02,70,141.5,0.74,0.22,0.13,0.07,35,15
songry,VCT Challengers,xyz,Australia,Pacific,Flex,"[""Harbor"", ""KAY/O""]",674,1.05,213.8,1.03,69,140.7,0.75,0.31,0.10,0.10,30,5
FireBallOps,VCT Challengers,0,United States,Americas,Sentinel,"[""Killjoy""]",434,1.05,211.8,1.14,73,149.4,0.79,0.19,0.08,0.10,37,10
Crus,VCT Challengers,FCY,Viet Nam,Pacific,Flex,"[""KAY/O"", ""Cypher""]",485,1.05,194.1,1.02,76,128.2,0.68,0.40,0.07,0.06,38,15
Hyzee,VCT Challengers,BAAM,Viet Nam,Pacific,Flex,"[""Omen"", ""Breach""]",240,1.05,213.3,1.05,75,140.2,0.73,0.34,0.09,0.06,38,15
WanZeru,VCT Challengers,B8,Czechia,EMEA,Duelist,"[""Raze"", ""Jett""]",907,1.05,240.2,1.05,68,158.6,0.83,0.16,0.21,0.19,22,11
Magnus,VCT Challengers,RV,Germany,EMEA,Flex,"[""Chamber"", ""Raze""]",661,1.05,224.8,1.12,69,143.3,0.80,0.13,0.19,0.15,22,5
Reformed,VCT Challengers,EX-E,Canada,Americas,Duelist,"[""Raze"", ""Yoru""]",880,1.05,204.9,1.13,71,137.7,0.74,0.18,0.09,0.07,26,13
Unfair,VCT Challengers,UOL,Germany,EMEA,Initiator,"[""Sova""]",232,1.05,216.0,1.09,69,150.1,0.78,0.15,0.10,0.09,33,7
KHaaLiD,VCT Challengers,TU,Saudi Arabia,EMEA,Flex,"[""Sova"", ""Omen""]",1593,1.05,192.4,1.05,74,128.0,0.68,0.38,0.07,0.08,32,22
DVDOV,VCT Challengers,3E,United Arab Emirates,EMEA,Sentinel,"[""Killjoy"", ""Chamber""]",504,1.05,213.1,1.05,67,138.7,0.76,0.15,0.11,0.10,26,11
ArPoom,VCT Challengers,NKT,Thailand,Pacific,Controller,"[""Viper"", ""Omen""]",636,1.05,202.2,1.02,71,134.7,0.71,0.36,0.09,0.07,33,23
lux9,VCT Challengers,ZER,France,EMEA,Duelist,"[""Raze"", ""Jett""]",763,1.05,234.6,1.12,67,152.7,0.83,0.17,0.19,0.15,30,21
JohnOlsen,VCT Challengers,FS,Thailand,Pacific,Duelist,"[""Jett"", ""Raze""]",1337,1.05,243.0,1.11,71,160.8,0.84,0.20,0.20,0.17,27,10
shinnok,VCT Challengers,OP,Hungary,EMEA,Sentinel,"[""Killjoy"", ""Cypher""]",456,1.05,199.3,1.02,69,137.2,0.72,0.20,0.06,0.06,28,10
Nexi,VCT Challengers,NAOS,Philippines,Pacific,Sentinel,"[""Killjoy"", ""Cypher""]",974,1.05,197.5,1.07,76,131.2,0.70,0.30,0.06,0.07,28,9
niffy,VCT Challengers,SPE,Thailand,Pacific,Duelist,"[""Jett"", ""Raze""]",695,1.05,227.9,1.04,68,152.9,0.79,0.17,0.16,0.16,27,15
Madelyn,VCT Challengers,RRQ,Indonesia,Pacific,Flex,"[""Omen"", ""Skye""]",673,1.04,190.3,1.01,71,123.7,0.67,0.34,0.07,0.07,24,13
d3ffo,VCT Challengers,HGE,Russian Federation,EMEA,Duelist,"[""Jett"", ""Raze""]",1223,1.04,224.2,1.10,70,147.2,0.80,0.16,0.19,0.13,25,17
NcSlasher,VCT Challengers,BME,Indonesia,Pacific,Initiator,"[""Skye"", ""KAY/O""]",1192,1.04,203.2,1.05,78,130.0,0.72,0.42,0.10,0.08,26,16
Bard0lf,VCT Challengers,GAL,Türkiye,Pacific,Controller,"[""Viper""]",438,1.04,224.0,1.04,70,150.0,0.79,0.28,0.09,0.10,43,10
